0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00000 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00001 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
0.07620 	0.00002 
