0.218231 	0.001734 
0.218234 	0.001758 
0.218237 	0.001781 
0.218240 	0.001805 
0.218243 	0.001829 
0.218246 	0.001853 
0.218250 	0.001878 
0.218253 	0.001903 
0.218256 	0.001929 
0.218260 	0.001954 
0.218263 	0.001980 
0.218267 	0.002007 
0.218270 	0.002034 
0.218274 	0.002061 
0.218278 	0.002088 
0.218281 	0.002116 
0.218285 	0.002144 
0.218289 	0.002173 
0.218293 	0.002202 
0.218297 	0.002231 
0.218301 	0.002261 
0.218305 	0.002291 
0.218309 	0.002322 
0.218313 	0.002353 
0.218317 	0.002384 
0.218321 	0.002416 
0.218326 	0.002448 
0.218330 	0.002481 
0.218334 	0.002514 
0.218339 	0.002548 
0.218343 	0.002582 
0.218348 	0.002616 
0.218353 	0.002651 
0.218357 	0.002686 
0.218362 	0.002722 
0.218367 	0.002758 
0.218372 	0.002795 
0.218377 	0.002832 
0.218382 	0.002870 
0.218387 	0.002908 
0.218392 	0.002947 
0.218397 	0.002986 
0.218403 	0.003026 
0.218408 	0.003066 
0.218413 	0.003107 
0.218419 	0.003149 
0.218425 	0.003191 
0.218430 	0.003233 
0.218436 	0.003276 
0.218442 	0.003320 
0.218448 	0.003364 
0.218454 	0.003409 
0.218460 	0.003454 
0.218466 	0.003500 
0.218472 	0.003547 
0.218478 	0.003594 
0.218485 	0.003642 
0.218491 	0.003690 
0.218498 	0.003739 
0.218504 	0.003789 
0.218511 	0.003839 
0.218518 	0.003890 
0.218525 	0.003942 
0.218532 	0.003995 
0.218539 	0.004048 
0.218546 	0.004102 
0.218553 	0.004156 
0.218561 	0.004211 
0.218568 	0.004267 
0.218576 	0.004324 
0.218583 	0.004382 
0.218591 	0.004440 
0.218599 	0.004499 
0.218607 	0.004559 
0.218615 	0.004619 
0.218623 	0.004680 
0.218632 	0.004743 
0.218640 	0.004806 
0.218649 	0.004869 
0.218657 	0.004934 
0.218666 	0.005000 
0.218675 	0.005066 
0.218684 	0.005133 
0.218693 	0.005201 
0.218702 	0.005270 
0.218711 	0.005340 
0.218721 	0.005411 
0.218731 	0.005483 
0.218740 	0.005556 
0.218750 	0.005629 
0.218760 	0.005704 
0.218770 	0.005779 
0.218780 	0.005856 
0.218791 	0.005934 
0.218801 	0.006012 
0.218812 	0.006092 
0.218823 	0.006173 
0.218834 	0.006254 
0.218845 	0.006337 
0.218856 	0.006421 
0.218867 	0.006506 
0.218879 	0.006592 
0.218891 	0.006680 
0.218902 	0.006768 
0.218914 	0.006858 
0.218927 	0.006948 
0.218939 	0.007040 
0.218951 	0.007133 
0.218964 	0.007228 
0.218977 	0.007323 
